time_point,treatment,plot,otu,read_count
day_60,Bt_maize,6,OTU007,8
day_60,Bt_maize,6,OTU008,0
day_60,Bt_maize,6,OTU009,15
day_60,Bt_maize,6,OTU010,3
day_60,Bt_maize,6,OTU011,2
day_60,Bt_maize,6,OTU012,16
day_60,Bt_maize,6,OTU013,20
day_60,Bt_maize,6,OTU014,41
day_60,Bt_maize,6,OTU015,2
day_60,Bt_maize,6,OTU016,7
day_60,Bt_maize,6,OTU017,25
day_60,Bt_maize,6,OTU018,18
day_60,Bt_maize,6,OTU019,4
day_60,Bt_maize,6,OTU020,7
day_60,Bt_maize,6,OTU021,1
day_60,Bt_maize,6,OTU022,5
day_60,Bt_maize,6,OTU023,10
day_60,Bt_maize,6,OTU024,39
day_60,Bt_maize,6,OTU025,3
day_60,Bt_maize,6,OTU026,19
day_60,Bt_maize,6,OTU027,7
day_60,Bt_maize,6,OTU028,2
day_60,Bt_maize,6,OTU029,17
day_60,Bt_maize,6,OTU030,28
day_60,Bt_maize,6,OTU031,14
day_60,Bt_maize,6,OTU032,8
day_60,Bt_maize,6,OTU033,6
day_60,Bt_maize,6,OTU034,57
day_60,Bt_maize,6,OTU035,8
day_60,Bt_maize,6,OTU036,42
day_60,Bt_maize,6,OTU037,40
day_60,Bt_maize,6,OTU038,16
day_60,Bt_maize,6,OTU039,5
day_60,Bt_maize,6,OTU040,9
day_60,nonBt_maize,1,OTU001,18
day_60,nonBt_maize,1,OTU002,11
day_60,nonBt_maize,1,OTU003,10
day_60,nonBt_maize,1,OTU004,8
day_60,nonBt_maize,1,OTU005,7
day_60,nonBt_maize,1,OTU006,3
day_60,nonBt_maize,1,OTU007,6
day_60,nonBt_maize,1,OTU008,8
day_60,nonBt_maize,1,OTU009,5
day_60,nonBt_maize,1,OTU010,9
day_60,nonBt_maize,1,OTU011,5
day_60,nonBt_maize,1,OTU012,1
day_60,nonBt_maize,1,OTU013,7
day_60,nonBt_maize,1,OTU014,1
day_60,nonBt_maize,1,OTU015,18
day_60,nonBt_maize,1,OTU016,48
day_60,nonBt_maize,1,OTU017,20
day_60,nonBt_maize,1,OTU018,16
day_60,nonBt_maize,1,OTU019,23
day_60,nonBt_maize,1,OTU020,5
day_60,nonBt_maize,1,OTU021,2
day_60,nonBt_maize,1,OTU022,4
day_60,nonBt_maize,1,OTU023,8
day_60,nonBt_maize,1,OTU024,0
day_60,nonBt_maize,1,OTU025,11
day_60,nonBt_maize,1,OTU026,17
day_60,nonBt_maize,1,OTU027,6
day_60,nonBt_maize,1,OTU028,47
day_60,nonBt_maize,1,OTU029,5
day_60,nonBt_maize,1,OTU030,9
day_60,nonBt_maize,1,OTU031,2
day_60,nonBt_maize,1,OTU032,5
day_60,nonBt_maize,1,OTU033,7
day_60,nonBt_maize,1,OTU034,3
day_60,nonBt_maize,1,OTU035,13
day_60,nonBt_maize,1,OTU036,6
day_60,nonBt_maize,1,OTU037,2
day_60,nonBt_maize,1,OTU038,34
day_60,nonBt_maize,1,OTU039,19
day_60,nonBt_maize,1,OTU040,15
day_60,nonBt_maize,2,OTU001,1
day_60,nonBt_maize,2,OTU002,27
day_60,nonBt_maize,2,OTU003,6
day_60,nonBt_maize,2,OTU004,12
day_60,nonBt_maize,2,OTU005,7
day_60,nonBt_maize,2,OTU006,18
day_60,nonBt_maize,2,OTU007,10
day_60,nonBt_maize,2,OTU008,3
day_60,nonBt_maize,2,OTU009,8
day_60,nonBt_maize,2,OTU010,3
day_60,nonBt_maize,2,OTU011,3
day_60,nonBt_maize,2,OTU012,27
day_60,nonBt_maize,2,OTU013,30
day_60,nonBt_maize,2,OTU014,6
day_60,nonBt_maize,2,OTU015,20
day_60,nonBt_maize,2,OTU016,4
day_60,nonBt_maize,2,OTU017,15
day_60,nonBt_maize,2,OTU018,0
day_60,nonBt_maize,2,OTU019,4
day_60,nonBt_maize,2,OTU020,3
day_60,nonBt_maize,2,OTU021,2
day_60,nonBt_maize,2,OTU022,8
day_60,nonBt_maize,2,OTU023,11
day_60,nonBt_maize,2,OTU024,2
day_60,nonBt_maize,2,OTU025,2
day_60,nonBt_maize,2,OTU026,5
day_60,nonBt_maize,2,OTU027,14
day_60,nonBt_maize,2,OTU028,13
day_60,nonBt_maize,2,OTU029,9
day_60,nonBt_maize,2,OTU030,3
day_60,nonBt_maize,2,OTU031,19
day_60,nonBt_maize,2,OTU032,9
day_60,nonBt_maize,2,OTU033,18
day_60,nonBt_maize,2,OTU034,15
day_60,nonBt_maize,2,OTU035,1
day_60,nonBt_maize,2,OTU036,6
day_60,nonBt_maize,2,OTU037,2
day_60,nonBt_maize,2,OTU038,6
day_60,nonBt_maize,2,OTU039,3
day_60,nonBt_maize,2,OTU040,10
day_60,nonBt_maize,3,OTU001,3
day_60,nonBt_maize,3,OTU002,20
day_60,nonBt_maize,3,OTU003,5
day_60,nonBt_maize,3,OTU004,15
day_60,nonBt_maize,3,OTU005,2
day_60,nonBt_maize,3,OTU006,2
day_60,nonBt_maize,3,OTU007,9
day_60,nonBt_maize,3,OTU008,8
day_60,nonBt_maize,3,OTU009,5
day_60,nonBt_maize,3,OTU010,8
day_60,nonBt_maize,3,OTU011,12
day_60,nonBt_maize,3,OTU012,24
day_60,nonBt_maize,3,OTU013,6
day_60,nonBt_maize,3,OTU014,16
day_60,nonBt_maize,3,OTU015,4
day_60,nonBt_maize,3,OTU016,0
day_60,nonBt_maize,3,OTU017,7
day_60,nonBt_maize,3,OTU018,6
day_60,nonBt_maize,3,OTU019,7
day_60,nonBt_maize,3,OTU020,3
day_60,nonBt_maize,3,OTU021,4
day_60,nonBt_maize,3,OTU022,5
day_60,nonBt_maize,3,OTU023,5
day_60,nonBt_maize,3,OTU024,9
day_60,nonBt_maize,3,OTU025,7
day_60,nonBt_maize,3,OTU026,0
day_60,nonBt_maize,3,OTU027,16
day_60,nonBt_maize,3,OTU028,6
day_60,nonBt_maize,3,OTU029,20
day_60,nonBt_maize,3,OTU030,7
day_60,nonBt_maize,3,OTU031,7
day_60,nonBt_maize,3,OTU032,34
day_60,nonBt_maize,3,OTU033,7
day_60,nonBt_maize,3,OTU034,2
day_60,nonBt_maize,3,OTU035,21
day_60,nonBt_maize,3,OTU036,2
day_60,nonBt_maize,3,OTU037,17
day_60,nonBt_maize,3,OTU038,4
day_60,nonBt_maize,3,OTU039,8
day_60,nonBt_maize,3,OTU040,3
day_60,nonBt_maize,4,OTU001,12
day_60,nonBt_maize,4,OTU002,9
day_60,nonBt_maize,4,OTU003,9
day_60,nonBt_maize,4,OTU004,25
day_60,nonBt_maize,4,OTU005,2
day_60,nonBt_maize,4,OTU006,14
day_60,nonBt_maize,4,OTU007,9
day_60,nonBt_maize,4,OTU008,22
day_60,nonBt_maize,4,OTU009,3
day_60,nonBt_maize,4,OTU010,12
day_60,nonBt_maize,4,OTU011,2
day_60,nonBt_maize,4,OTU012,5
day_60,nonBt_maize,4,OTU013,24
day_60,nonBt_maize,4,OTU014,1
day_60,nonBt_maize,4,OTU015,11
day_60,nonBt_maize,4,OTU016,15
day_60,nonBt_maize,4,OTU017,25
day_60,nonBt_maize,4,OTU018,20
day_60,nonBt_maize,4,OTU019,20
day_60,nonBt_maize,4,OTU020,11
day_60,nonBt_maize,4,OTU021,8
day_60,nonBt_maize,4,OTU022,10
day_60,nonBt_maize,4,OTU023,14
day_60,nonBt_maize,4,OTU024,27
day_60,nonBt_maize,4,OTU025,8
day_60,nonBt_maize,4,OTU026,5
day_60,nonBt_maize,4,OTU027,11
day_60,nonBt_maize,4,OTU028,23
day_60,nonBt_maize,4,OTU029,12
day_60,nonBt_maize,4,OTU030,19
day_60,nonBt_maize,4,OTU031,5
day_60,nonBt_maize,4,OTU032,0
day_60,nonBt_maize,4,OTU033,11
day_60,nonBt_maize,4,OTU034,4
day_60,nonBt_maize,4,OTU035,4
day_60,nonBt_maize,4,OTU036,68
day_60,nonBt_maize,4,OTU037,1
day_60,nonBt_maize,4,OTU038,3
day_60,nonBt_maize,4,OTU039,3
day_60,nonBt_maize,4,OTU040,6
day_60,nonBt_maize,5,OTU001,12
day_60,nonBt_maize,5,OTU002,13
day_60,nonBt_maize,5,OTU003,13
day_60,nonBt_maize,5,OTU004,5
day_60,nonBt_maize,5,OTU005,12
day_60,nonBt_maize,5,OTU006,30
day_60,nonBt_maize,5,OTU007,37
day_60,nonBt_maize,5,OTU008,34
day_60,nonBt_maize,5,OTU009,5
day_60,nonBt_maize,5,OTU010,11
day_60,nonBt_maize,5,OTU011,1
day_60,nonBt_maize,5,OTU012,71
day_60,nonBt_maize,5,OTU013,5
day_60,nonBt_maize,5,OTU014,1
day_60,nonBt_maize,5,OTU015,8
day_60,nonBt_maize,5,OTU016,7
day_60,nonBt_maize,5,OTU017,8
day_60,nonBt_maize,5,OTU018,5
day_60,nonBt_maize,5,OTU019,3
day_60,nonBt_maize,5,OTU020,2
day_60,nonBt_maize,5,OTU021,16
day_60,nonBt_maize,5,OTU022,14
day_60,nonBt_maize,5,OTU023,65
day_60,nonBt_maize,5,OTU024,7
day_60,nonBt_maize,5,OTU025,11
day_60,nonBt_maize,5,OTU026,4
day_60,nonBt_maize,5,OTU027,2
day_60,nonBt_maize,5,OTU028,6
day_60,nonBt_maize,5,OTU029,21
day_60,nonBt_maize,5,OTU030,7
day_60,nonBt_maize,5,OTU031,3
day_60,nonBt_maize,5,OTU032,50
day_60,nonBt_maize,5,OTU033,4
day_60,nonBt_maize,5,OTU034,20
day_60,nonBt_maize,5,OTU035,3
day_60,nonBt_maize,5,OTU036,0
day_60,nonBt_maize,5,OTU037,17
day_60,nonBt_maize,5,OTU038,49
day_60,nonBt_maize,5,OTU039,22
day_60,nonBt_maize,5,OTU040,2
day_60,nonBt_maize,6,OTU001,36
day_60,nonBt_maize,6,OTU002,15
day_60,nonBt_maize,6,OTU003,0
day_60,nonBt_maize,6,OTU004,44
day_60,nonBt_maize,6,OTU005,15
day_60,nonBt_maize,6,OTU006,9
day_60,nonBt_maize,6,OTU007,17
day_60,nonBt_maize,6,OTU008,24
day_60,nonBt_maize,6,OTU009,5
day_60,nonBt_maize,6,OTU010,4
day_60,nonBt_maize,6,OTU011,1
day_60,nonBt_maize,6,OTU012,18
day_60,nonBt_maize,6,OTU013,6
day_60,nonBt_maize,6,OTU014,4
day_60,nonBt_maize,6,OTU015,7
day_60,nonBt_maize,6,OTU016,23
day_60,nonBt_maize,6,OTU017,4
day_60,nonBt_maize,6,OTU018,3
day_60,nonBt_maize,6,OTU019,7
day_60,nonBt_maize,6,OTU020,27
day_60,nonBt_maize,6,OTU021,3
day_60,nonBt_maize,6,OTU022,12
day_60,nonBt_maize,6,OTU023,4
day_60,nonBt_maize,6,OTU024,8
day_60,nonBt_maize,6,OTU025,5
day_60,nonBt_maize,6,OTU026,28
day_60,nonBt_maize,6,OTU027,13
day_60,nonBt_maize,6,OTU028,6
day_60,nonBt_maize,6,OTU029,7
day_60,nonBt_maize,6,OTU030,4
day_60,nonBt_maize,6,OTU031,20
day_60,nonBt_maize,6,OTU032,3
day_60,nonBt_maize,6,OTU033,5
day_60,nonBt_maize,6,OTU034,3
day_60,nonBt_maize,6,OTU035,2
day_60,nonBt_maize,6,OTU036,17
day_60,nonBt_maize,6,OTU037,0
day_60,nonBt_maize,6,OTU038,6
day_60,nonBt_maize,6,OTU039,4
day_60,nonBt_maize,6,OTU040,9
day_90,Bt_maize,1,OTU001,3
day_90,Bt_maize,1,OTU002,6
day_90,Bt_maize,1,OTU003,11
day_90,Bt_maize,1,OTU004,11
day_90,Bt_maize,1,OTU005,6
day_90,Bt_maize,1,OTU006,8
day_90,Bt_maize,1,OTU007,10
day_90,Bt_maize,1,OTU008,7
day_90,Bt_maize,1,OTU009,4
day_90,Bt_maize,1,OTU010,13
day_90,Bt_maize,1,OTU011,11
day_90,Bt_maize,1,OTU012,8
day_90,Bt_maize,1,OTU013,7
day_90,Bt_maize,1,OTU014,36
day_90,Bt_maize,1,OTU015,21
day_90,Bt_maize,1,OTU016,53
day_90,Bt_maize,1,OTU017,2
day_90,Bt_maize,1,OTU018,10
day_90,Bt_maize,1,OTU019,16
day_90,Bt_maize,1,OTU020,16
day_90,Bt_maize,1,OTU021,8
day_90,Bt_maize,1,OTU022,13
day_90,Bt_maize,1,OTU023,9
day_90,Bt_maize,1,OTU024,4
day_90,Bt_maize,1,OTU025,5
day_90,Bt_maize,1,OTU026,12
day_90,Bt_maize,1,OTU027,2
day_90,Bt_maize,1,OTU028,11
day_90,Bt_maize,1,OTU029,7
day_90,Bt_maize,1,OTU030,13
day_90,Bt_maize,1,OTU031,31
day_90,Bt_maize,1,OTU032,6
day_90,Bt_maize,1,OTU033,20
day_90,Bt_maize,1,OTU034,13
day_90,Bt_maize,1,OTU035,31
day_90,Bt_maize,1,OTU036,3
day_90,Bt_maize,1,OTU037,27
day_90,Bt_maize,1,OTU038,2
day_90,Bt_maize,1,OTU039,80
day_90,Bt_maize,1,OTU040,58
day_90,Bt_maize,2,OTU001,7
day_90,Bt_maize,2,OTU002,11
day_90,Bt_maize,2,OTU003,4
day_90,Bt_maize,2,OTU004,15
day_90,Bt_maize,2,OTU005,27
day_90,Bt_maize,2,OTU006,71
day_90,Bt_maize,2,OTU007,15
day_90,Bt_maize,2,OTU008,3
day_90,Bt_maize,2,OTU009,4
day_90,Bt_maize,2,OTU010,6
day_90,Bt_maize,2,OTU011,9
day_90,Bt_maize,2,OTU012,10
day_90,Bt_maize,2,OTU013,20
day_90,Bt_maize,2,OTU014,13
day_90,Bt_maize,2,OTU015,4
day_90,Bt_maize,2,OTU016,18
day_90,Bt_maize,2,OTU017,69
day_90,Bt_maize,2,OTU018,10
day_90,Bt_maize,2,OTU019,15
day_90,Bt_maize,2,OTU020,33
day_90,Bt_maize,2,OTU021,23
day_90,Bt_maize,2,OTU022,13
day_90,Bt_maize,2,OTU023,6
day_90,Bt_maize,2,OTU024,3
day_90,Bt_maize,2,OTU025,10
day_90,Bt_maize,2,OTU026,17
day_90,Bt_maize,2,OTU027,9
day_90,Bt_maize,2,OTU028,50
day_90,Bt_maize,2,OTU029,1
day_90,Bt_maize,2,OTU030,10
day_90,Bt_maize,2,OTU031,18
day_90,Bt_maize,2,OTU032,4
day_90,Bt_maize,2,OTU033,9
day_90,Bt_maize,2,OTU034,16
day_90,Bt_maize,2,OTU035,1
day_90,Bt_maize,2,OTU036,25
day_90,Bt_maize,2,OTU037,15
day_90,Bt_maize,2,OTU038,15
day_90,Bt_maize,2,OTU039,6
day_90,Bt_maize,2,OTU040,52
day_90,Bt_maize,3,OTU001,7
day_90,Bt_maize,3,OTU002,5
day_90,Bt_maize,3,OTU003,7
day_90,Bt_maize,3,OTU004,16
day_90,Bt_maize,3,OTU005,2
day_90,Bt_maize,3,OTU006,12
day_90,Bt_maize,3,OTU007,10
day_90,Bt_maize,3,OTU008,15
day_90,Bt_maize,3,OTU009,1
day_90,Bt_maize,3,OTU010,32
day_90,Bt_maize,3,OTU011,7
day_90,Bt_maize,3,OTU012,13
day_90,Bt_maize,3,OTU013,3
day_90,Bt_maize,3,OTU014,4
day_90,Bt_maize,3,OTU015,3
day_90,Bt_maize,3,OTU016,2
day_90,Bt_maize,3,OTU017,11
day_90,Bt_maize,3,OTU018,18
day_90,Bt_maize,3,OTU019,3
day_90,Bt_maize,3,OTU020,10
day_90,Bt_maize,3,OTU021,20
day_90,Bt_maize,3,OTU022,2
day_90,Bt_maize,3,OTU023,5
day_90,Bt_maize,3,OTU024,7
day_90,Bt_maize,3,OTU025,2
day_90,Bt_maize,3,OTU026,4
day_90,Bt_maize,3,OTU027,3
day_90,Bt_maize,3,OTU028,6
day_90,Bt_maize,3,OTU029,11
day_90,Bt_maize,3,OTU030,6
day_90,Bt_maize,3,OTU031,26
day_90,Bt_maize,3,OTU032,5
day_90,Bt_maize,3,OTU033,4
day_90,Bt_maize,3,OTU034,4
day_90,Bt_maize,3,OTU035,38
day_90,Bt_maize,3,OTU036,0
day_90,Bt_maize,3,OTU037,48
day_90,Bt_maize,3,OTU038,10
day_90,Bt_maize,3,OTU039,0
day_90,Bt_maize,3,OTU040,29
day_90,Bt_maize,4,OTU001,14
day_90,Bt_maize,4,OTU002,4
day_90,Bt_maize,4,OTU003,4
day_90,Bt_maize,4,OTU004,30
day_90,Bt_maize,4,OTU005,15
day_90,Bt_maize,4,OTU006,7
day_90,Bt_maize,4,OTU007,9
day_90,Bt_maize,4,OTU008,2
day_90,Bt_maize,4,OTU009,7
day_90,Bt_maize,4,OTU010,8
day_90,Bt_maize,4,OTU011,3
day_90,Bt_maize,4,OTU012,2
day_90,Bt_maize,4,OTU013,9
day_90,Bt_maize,4,OTU014,11
day_90,Bt_maize,4,OTU015,4
day_90,Bt_maize,4,OTU016,30
day_90,Bt_maize,4,OTU017,4
day_90,Bt_maize,4,OTU018,41
day_90,Bt_maize,4,OTU019,6
day_90,Bt_maize,4,OTU020,1
day_90,Bt_maize,4,OTU021,11
day_90,Bt_maize,4,OTU022,84
day_90,Bt_maize,4,OTU023,17
day_90,Bt_maize,4,OTU024,10
day_90,Bt_maize,4,OTU025,3
day_90,Bt_maize,4,OTU026,7
day_90,Bt_maize,4,OTU027,19
day_90,Bt_maize,4,OTU028,6
day_90,Bt_maize,4,OTU029,3
day_90,Bt_maize,4,OTU030,6
day_90,Bt_maize,4,OTU031,63
day_90,Bt_maize,4,OTU032,6
day_90,Bt_maize,4,OTU033,20
day_90,Bt_maize,4,OTU034,52
day_90,Bt_maize,4,OTU035,5
day_90,Bt_maize,4,OTU036,10
day_90,Bt_maize,4,OTU037,12
day_90,Bt_maize,4,OTU038,11
day_90,Bt_maize,4,OTU039,8
day_90,Bt_maize,4,OTU040,14
day_90,Bt_maize,5,OTU001,24
day_90,Bt_maize,5,OTU002,23
day_90,Bt_maize,5,OTU003,41
day_90,Bt_maize,5,OTU004,15
day_90,Bt_maize,5,OTU005,14
day_90,Bt_maize,5,OTU006,32
day_90,Bt_maize,5,OTU007,24
day_90,Bt_maize,5,OTU008,13
day_90,Bt_maize,5,OTU009,39
day_90,Bt_maize,5,OTU010,14
day_90,Bt_maize,5,OTU011,2
day_90,Bt_maize,5,OTU012,13
day_90,Bt_maize,5,OTU013,14
day_90,Bt_maize,5,OTU014,24
day_90,Bt_maize,5,OTU015,34
day_90,Bt_maize,5,OTU016,18
day_90,Bt_maize,5,OTU017,3
day_90,Bt_maize,5,OTU018,9
day_90,Bt_maize,5,OTU019,29
day_90,Bt_maize,5,OTU020,11
day_90,Bt_maize,5,OTU021,7
day_90,Bt_maize,5,OTU022,8
day_90,Bt_maize,5,OTU023,4
day_90,Bt_maize,5,OTU024,10
day_90,Bt_maize,5,OTU025,0
day_90,Bt_maize,5,OTU026,4
day_90,Bt_maize,5,OTU027,6
day_90,Bt_maize,5,OTU028,12
day_90,Bt_maize,5,OTU029,3
day_90,Bt_maize,5,OTU030,35
day_90,Bt_maize,5,OTU031,11
day_90,Bt_maize,5,OTU032,5
day_90,Bt_maize,5,OTU033,14
day_90,Bt_maize,5,OTU034,10
day_90,Bt_maize,5,OTU035,2
day_90,Bt_maize,5,OTU036,9
day_90,Bt_maize,5,OTU037,25
day_90,Bt_maize,5,OTU038,84
day_90,Bt_maize,5,OTU039,2
day_90,Bt_maize,5,OTU040,10
day_90,Bt_maize,6,OTU001,49
day_90,Bt_maize,6,OTU002,4
day_90,Bt_maize,6,OTU003,6
day_90,Bt_maize,6,OTU004,7
day_90,Bt_maize,6,OTU005,4
day_90,Bt_maize,6,OTU006,7
day_90,Bt_maize,6,OTU007,2
day_90,Bt_maize,6,OTU008,35
day_90,Bt_maize,6,OTU009,16
day_90,Bt_maize,6,OTU010,15
day_90,Bt_maize,6,OTU011,4
day_90,Bt_maize,6,OTU012,47
day_90,Bt_maize,6,OTU013,7
day_90,Bt_maize,6,OTU014,15
day_90,Bt_maize,6,OTU015,11
day_90,Bt_maize,6,OTU016,2
day_90,Bt_maize,6,OTU017,16
day_90,Bt_maize,6,OTU018,5
day_90,Bt_maize,6,OTU019,49
day_90,Bt_maize,6,OTU020,11
day_90,Bt_maize,6,OTU021,11
day_90,Bt_maize,6,OTU022,6
day_90,Bt_maize,6,OTU023,11
day_90,Bt_maize,6,OTU024,16
day_90,Bt_maize,6,OTU025,4
day_90,Bt_maize,6,OTU026,1
day_90,Bt_maize,6,OTU027,15
day_90,Bt_maize,6,OTU028,39
day_90,Bt_maize,6,OTU029,9
day_90,Bt_maize,6,OTU030,6
day_90,Bt_maize,6,OTU031,0
day_90,Bt_maize,6,OTU032,17
day_90,Bt_maize,6,OTU033,8
day_90,Bt_maize,6,OTU034,13
day_90,Bt_maize,6,OTU035,8
day_90,Bt_maize,6,OTU036,16
day_90,Bt_maize,6,OTU037,5
day_90,Bt_maize,6,OTU038,5
day_90,Bt_maize,6,OTU039,11
day_90,Bt_maize,6,OTU040,12
day_90,nonBt_maize,1,OTU001,6
day_90,nonBt_maize,1,OTU002,33
day_90,nonBt_maize,1,OTU003,28
day_90,nonBt_maize,1,OTU004,44
day_90,nonBt_maize,1,OTU005,5
day_90,nonBt_maize,1,OTU006,35
day_90,nonBt_maize,1,OTU007,38
day_90,nonBt_maize,1,OTU008,5
day_90,nonBt_maize,1,OTU009,39
day_90,nonBt_maize,1,OTU010,2
day_90,nonBt_maize,1,OTU011,6
day_90,nonBt_maize,1,OTU012,13
day_90,nonBt_maize,1,OTU013,2
day_90,nonBt_maize,1,OTU014,2
day_90,nonBt_maize,1,OTU015,3
day_90,nonBt_maize,1,OTU016,9
day_90,nonBt_maize,1,OTU017,12
day_90,nonBt_maize,1,OTU018,19
day_90,nonBt_maize,1,OTU019,6
day_90,nonBt_maize,1,OTU020,8
day_90,nonBt_maize,1,OTU021,1
day_90,nonBt_maize,1,OTU022,0
day_90,nonBt_maize,1,OTU023,3
day_90,nonBt_maize,1,OTU024,19
day_90,nonBt_maize,1,OTU025,19
day_90,nonBt_maize,1,OTU026,8
day_90,nonBt_maize,1,OTU027,1
day_90,nonBt_maize,1,OTU028,12
day_90,nonBt_maize,1,OTU029,11
day_90,nonBt_maize,1,OTU030,4
day_90,nonBt_maize,1,OTU031,26
day_90,nonBt_maize,1,OTU032,31
day_90,nonBt_maize,1,OTU033,6
day_90,nonBt_maize,1,OTU034,19
day_90,nonBt_maize,1,OTU035,16
day_90,nonBt_maize,1,OTU036,22
day_90,nonBt_maize,1,OTU037,12
day_90,nonBt_maize,1,OTU038,4
day_90,nonBt_maize,1,OTU039,81
day_90,nonBt_maize,1,OTU040,168
day_90,nonBt_maize,2,OTU001,19
day_90,nonBt_maize,2,OTU002,36
day_90,nonBt_maize,2,OTU003,11
day_90,nonBt_maize,2,OTU004,34
day_90,nonBt_maize,2,OTU005,18
day_90,nonBt_maize,2,OTU006,10
day_90,nonBt_maize,2,OTU007,11
day_90,nonBt_maize,2,OTU008,6
day_90,nonBt_maize,2,OTU009,7
day_90,nonBt_maize,2,OTU010,12
day_90,nonBt_maize,2,OTU011,14
day_90,nonBt_maize,2,OTU012,14
day_90,nonBt_maize,2,OTU013,3
day_90,nonBt_maize,2,OTU014,18
day_90,nonBt_maize,2,OTU015,7
day_90,nonBt_maize,2,OTU016,19
day_90,nonBt_maize,2,OTU017,2
day_90,nonBt_maize,2,OTU018,8
day_90,nonBt_maize,2,OTU019,15
day_90,nonBt_maize,2,OTU020,11
day_90,nonBt_maize,2,OTU021,8
day_90,nonBt_maize,2,OTU022,19
day_90,nonBt_maize,2,OTU023,1
day_90,nonBt_maize,2,OTU024,4
day_90,nonBt_maize,2,OTU025,1
day_90,nonBt_maize,2,OTU026,7
day_90,nonBt_maize,2,OTU027,17
day_90,nonBt_maize,2,OTU028,12
day_90,nonBt_maize,2,OTU029,15
day_90,nonBt_maize,2,OTU030,4
day_90,nonBt_maize,2,OTU031,2
day_90,nonBt_maize,2,OTU032,18
day_90,nonBt_maize,2,OTU033,6
day_90,nonBt_maize,2,OTU034,8
day_90,nonBt_maize,2,OTU035,4
day_90,nonBt_maize,2,OTU036,6
day_90,nonBt_maize,2,OTU037,12
day_90,nonBt_maize,2,OTU038,90
day_90,nonBt_maize,2,OTU039,4
day_90,nonBt_maize,2,OTU040,3
day_90,nonBt_maize,3,OTU001,0
day_90,nonBt_maize,3,OTU002,5
day_90,nonBt_maize,3,OTU003,18
day_90,nonBt_maize,3,OTU004,5
day_90,nonBt_maize,3,OTU005,12
day_90,nonBt_maize,3,OTU006,2
day_90,nonBt_maize,3,OTU007,9
day_90,nonBt_maize,3,OTU008,11
day_90,nonBt_maize,3,OTU009,0
day_90,nonBt_maize,3,OTU010,21
day_90,nonBt_maize,3,OTU011,10
day_90,nonBt_maize,3,OTU012,15
day_90,nonBt_maize,3,OTU013,18
day_90,nonBt_maize,3,OTU014,8
day_90,nonBt_maize,3,OTU015,10
day_90,nonBt_maize,3,OTU016,10
day_90,nonBt_maize,3,OTU017,6
day_90,nonBt_maize,3,OTU018,13
day_90,nonBt_maize,3,OTU019,13
day_90,nonBt_maize,3,OTU020,21
day_90,nonBt_maize,3,OTU021,7
day_90,nonBt_maize,3,OTU022,11
day_90,nonBt_maize,3,OTU023,1
day_90,nonBt_maize,3,OTU024,4
day_90,nonBt_maize,3,OTU025,2
day_90,nonBt_maize,3,OTU026,11
day_90,nonBt_maize,3,OTU027,18
day_90,nonBt_maize,3,OTU028,3
day_90,nonBt_maize,3,OTU029,2
day_90,nonBt_maize,3,OTU030,15
day_90,nonBt_maize,3,OTU031,24
day_90,nonBt_maize,3,OTU032,145
day_90,nonBt_maize,3,OTU033,8
day_90,nonBt_maize,3,OTU034,8
day_90,nonBt_maize,3,OTU035,10
day_90,nonBt_maize,3,OTU036,13
day_90,nonBt_maize,3,OTU037,9
day_90,nonBt_maize,3,OTU038,13
day_90,nonBt_maize,3,OTU039,4
day_90,nonBt_maize,3,OTU040,33
day_90,nonBt_maize,4,OTU001,0
day_90,nonBt_maize,4,OTU002,7
day_90,nonBt_maize,4,OTU003,10
day_90,nonBt_maize,4,OTU004,9
day_90,nonBt_maize,4,OTU005,23
day_90,nonBt_maize,4,OTU006,19
day_90,nonBt_maize,4,OTU007,13
day_90,nonBt_maize,4,OTU008,7
day_90,nonBt_maize,4,OTU009,3
day_90,nonBt_maize,4,OTU010,17
day_90,nonBt_maize,4,OTU011,8
day_90,nonBt_maize,4,OTU012,5
day_90,nonBt_maize,4,OTU013,7
day_90,nonBt_maize,4,OTU014,12
day_90,nonBt_maize,4,OTU015,6
day_90,nonBt_maize,4,OTU016,2
day_90,nonBt_maize,4,OTU017,5
day_90,nonBt_maize,4,OTU018,7
day_90,nonBt_maize,4,OTU019,28
day_90,nonBt_maize,4,OTU020,25
day_90,nonBt_maize,4,OTU021,1
day_90,nonBt_maize,4,OTU022,3
day_90,nonBt_maize,4,OTU023,15
day_90,nonBt_maize,4,OTU024,6
day_90,nonBt_maize,4,OTU025,12
day_90,nonBt_maize,4,OTU026,0
day_90,nonBt_maize,4,OTU027,0
day_90,nonBt_maize,4,OTU028,16
day_90,nonBt_maize,4,OTU029,2
day_90,nonBt_maize,4,OTU030,12
day_90,nonBt_maize,4,OTU031,11
day_90,nonBt_maize,4,OTU032,13
day_90,nonBt_maize,4,OTU033,12
day_90,nonBt_maize,4,OTU034,8
day_90,nonBt_maize,4,OTU035,1
day_90,nonBt_maize,4,OTU036,9
day_90,nonBt_maize,4,OTU037,12
day_90,nonBt_maize,4,OTU038,16
day_90,nonBt_maize,4,OTU039,4
day_90,nonBt_maize,4,OTU040,16
day_90,nonBt_maize,5,OTU001,22
day_90,nonBt_maize,5,OTU002,19
day_90,nonBt_maize,5,OTU003,36
day_90,nonBt_maize,5,OTU004,3
